OTU ID	CCN1	CCN10a	CCN11	CCN12	CCN13	CCN14	CCN16	CCN17	CCN18	CCN19	CCN2	CCN20	CCN3	CCN4	CCN5	CCN6	CCN7	CCN8a	CCN9	CCP1	CCP10	CCP12	CCP13	CCP14	CCP15	CCP16	CCP17	CCP18	CCP19	CCP2	CCP20a	CCP3	CCP4	CCP5	CCP6a	CCP7	CCP8	CCP9
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales	0.0	0.0	0.0	0.0	86.0	31.0	0.0	55.0	122.0	43.0	0.0	575.0	11.0	135.0	59.0	162.0	0.0	0.0	0.0	0.0	28.0	0.0	11.0	0.0	75.0	0.0	0.0	0.0	23.0	99.0	351.0	88.0	23.0	0.0	32.0	0.0	185.0	80.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4063.0	19.0	955.0	229.0	14.0	74.0	0.0	10.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	286.0	0.0	1055.0	0.0	0.0	637.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales	2615.0	5706.0	447.0	7.0	71.0	11886.0	3522.0	11.0	340.0	2557.0	72.0	4754.0	0.0	22295.0	13886.0	499.0	114.0	3359.0	23863.0	2079.0	441.0	3472.0	5300.0	166.0	6442.0	949.0	4863.0	285.0	906.0	3802.0	1104.0	2752.0	17224.0	286.0	43885.0	24257.0	38626.0	5239.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014	0.0	20.0	0.0	0.0	0.0	0.0	0.0	2804.0	0.0	3094.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478.0	0.0	327.0	132.0	0.0	0.0	10.0	0.0	29.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	36.0	395.0	60.0	0.0	0.0	0.0	230.0	13.0	17.0	3745.0	0.0	17.0	270.0	3.0	172.0	362.0	0.0	104.0	9.0	20.0	0.0	188.0	53.0	0.0	229.0	44.0	752.0	5.0	547.0	108.0	231.0	1100.0	841.0	0.0	3064.0	0.0	159.0	3.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	2625.0	136.0	911.0	2.0	259.0	293.0	0.0	40927.0	4585.0	7594.0	5400.0	1614.0	5007.0	13669.0	3583.0	1306.0	0.0	59.0	0.0	1504.0	155.0	1135.0	3034.0	0.0	3971.0	38.0	376.0	729.0	705.0	1246.0	1576.0	5688.0	20.0	253.0	4401.0	462.0	140.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	3.0	32.0	0.0	0.0	24.0	0.0	0.0	48.0	0.0	45.0	0.0	0.0	232.0	38.0	0.0	14.0	0.0	13.0	23.0	3.0	15.0	0.0	9734.0	0.0	1245.0	258.0	1793.0	0.0	8.0	5.0	0.0	3155.0	185.0	0.0	15278.0	0.0	764.0	70.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	989.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	20.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales	71911.0	3955.0	10700.0	377.0	3847.0	16613.0	10193.0	7611.0	12747.0	522.0	3089.0	12930.0	2950.0	25550.0	14106.0	102.0	9.0	1420.0	1368.0	69724.0	206.0	4068.0	632.0	13953.0	621.0	512.0	23.0	1391.0	83.0	15829.0	7203.0	2955.0	11446.0	2430.0	750.0	53.0	30.0	17341.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales	13.0	38.0	28.0	4.0	86.0	94.0	6.0	19.0	4.0	24.0	0.0	0.0	0.0	92.0	178.0	0.0	0.0	43.0	0.0	16.0	307.0	0.0	13.0	4.0	105.0	6.0	10.0	0.0	6.0	25.0	7.0	16.0	47.0	0.0	44.0	0.0	158.0	497.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales	0.0	0.0	0.0	0.0	0.0	13.0	0.0	154.0	1828.0	12.0	6.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	26.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales	0.0	305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	502.0	0.0	0.0	38.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	876.0	553.0	0.0	0.0	0.0	0.0	0.0	211.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	530.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	1553.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.0	8.0	0.0	0.0	0.0	0.0	0.0	10.0	21.0	2730.0	0.0	0.0	41.0	0.0	140.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	7.0	20.0	329.0	0.0	728.0	44.0	0.0	0.0	51.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	56.0	18.0	39.0	0.0	37.0	19.0	242.0	29.0	4120.0	48.0	23.0	182.0	51.0	118.0	64.0	83.0	8.0	0.0	161.0	31.0	20.0	0.0	4.0	15.0	79.0	4.0	6.0	5.0	10.0	62.0	3.0	22.0	202.0	0.0	16.0	9.0	339.0	34.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1195.0	6.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	9.0	51.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0	0.0	112.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	10.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	3.0	22940.0	0.0	8.0	0.0	418.0	4757.0	0.0	384.0	0.0	202.0	2028.0	0.0	2142.0	119.0	0.0	60.0	0.0	0.0	57.0	2138.0	0.0	0.0	294.0	7.0	413.0	4122.0	57.0	0.0	25152.0	1632.0	0.0	613.0	1310.0	0.0	8.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	33.0	7.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	10.0	0.0	5.0	0.0	14.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales	0.0	2201.0	9081.0	3.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	5.0	1047.0	0.0	0.0	0.0	0.0	0.0	204.0	26.0	71.0	4174.0	99.0	10895.0	930.0	0.0	0.0	211.0	6.0	146.0	13958.0	2.0	2003.0	142.0	46.0	4092.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales	0.0	25.0	0.0	0.0	0.0	0.0	0.0	577.0	74.0	8.0	265.0	0.0	144.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	396.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	24.0	347.0	0.0	51.0	4.0	0.0	0.0	0.0
